#
# USGS NWISWeb site number list
#
# This file can be used to retrieve data from the
# USGS NWISWeb internet based retrieval system using
# the 'File of site Numbers' search criteria.
#
# This file can be edited, but the number of columns
# must be equal for each row, and the 'site_no' column
# must remain.
#
# The columns include:
#  agency_cd  -- Agency code.  If no value is found, 'USGS' is assumed
#  site_no    -- USGS site number
#  station_nm -- USGS site name. This column is include for viewing only,
#                                it is not used by the nwisweb system.
#
agency_cd	site_no	station_nm
USGS	0163054161	PASS RUN TRIB TO TRIB 2 TRIB 2 NR THORNTON GAP, VA
USGS	01630542	PASS RUN NEAR THORNTON GAP, VA
USGS	01630543	ROCKY BRANCH NEAR THORNTON GAP, VA
USGS	0163054325	ROCKY BRANCH TRIB ALONG RT 658 NR THORNTON GAP, VA
USGS	01630544	PASS RUN AT MOUTH NEAR SPRINGFIELD, VA
USGS	01630545	HAWKSBILL CREEK AT ROUTE 654 NR SPRINGFIELD, VA
USGS	01630555	S F SHENANDOAH RIVER AT OAK HILL, VA
USGS	01630559	SF SHENANDOAH R AT FOSTERS LDNG NR RILEYVILLE, VA
USGS	01630565	JEREMYS RUN BELOW WATER WELLS NEAR RILEYVILLE, VA
USGS	01630577	JEREMYS RUN TRIBUTARY NO 3 NEAR THORNTON GAP, VA
USGS	01630579	JEREMYS RUN TRIBUTARY NO 2 NEAR THORNTON GAP, VA
USGS	01630581	JEREMYS RUN TRIBUTARY NO 1 NEAR THORNTON GAP, VA
USGS	0163058255	JEREMYS RUN AT PARK BOUNDARY NEAR OAK HILL, VA
USGS	01630585	JEREMYS RUN NEAR OAK HILL, VA
USGS	01630595	JEREMYS RUN AT ROUTE 662 AT RILEYVILLE, VA
USGS	01630600	S F SHENANDOAH RIVER ABOVE DRY RUN AT COMPTON, VA
USGS	0163060997	EAST FORK AT PARK BOUNDARY NEAR BENTONVILLE, VA
USGS	01630610	EAST FORK BELOW PARK BNDRY NEAR BENTONVILLE, VA
USGS	01630620	OVERALL RUN NEAR BENTONVILLE, VA
USGS	0163062888	S F SHENANDOAH RIVER AB WWTP AT BENTONVILLE, VA
USGS	01630649	PHILS ARM RUN NEAR BROWNTOWN, VA
USGS	01630650	PHILS ARM RUN TRIB NEAR BROWNTOWN, VA
USGS	01630652	PHILS ARM RUN AT RT 631 NEAR BROWNTOWN, VA
USGS	01630660	SMITH CREEK NEAR BROWNTOWN, VA
USGS	01630670	GREASY RUN NEAR BROWNTOWN, VA
USGS	01630680	LANDS RUN NEAR BROWNTOWN, VA
USGS	01630700	GOONEY RUN NEAR GLEN ECHO, VA
USGS	01630790	S F SHENANDOAH RIVER BL GOONEY RUN NR LIMETON, VA
USGS	01630900	S F SHENANDOAH RIVER AT RT 619 NR FRONT ROYAL, VA
USGS	01631000	S F SHENANDOAH RIVER AT FRONT ROYAL, VA
USGS	01631020	SF SHENENDOAH RIV BL CABIN RUN AT FRONT ROYAL, V
USGS	01631500	N F SHENANDOAH RIVER AT RT 917 AT FULKS RUN, VA
USGS	01631700	SHOEMAKER RIVER NEAR FULKS RUN, VA
USGS	01631950	N F SHENANDOAH R NEAR RT 259 NR COOTES STORE, VA,
USGS	01632000	N F SHENANDOAH RIVER AT COOTES STORE, VA
USGS	01632025	TURLEY CREEK AT ROUTE 259 AT COOTES STORE, VA
USGS	01632070	N F SHENANDOAH RIV AT ROUTE 617 AT BROADWAY, VA
USGS	01632073	WEST FORK LINVILLE CREEK NR HARRISONBURG, VA
USGS	01632080	LINVILLE CREEK AT ROUTE 786 AT BROADWAY, VA
USGS	01632082	LINVILLE CREEK AT BROADWAY, VA
USGS	01632300	LONG MEADOW NEAR BROADWAY, VA
USGS	01632367	LONG MEADOW RUN AT ROUTE 793 NEAR TIMBERVILLE, VA
USGS	01632700	HOLMANS CREEK BL LAKE WUNDER NR FORESTVILLE, VA
USGS	01632729	HOLMANS CREEK AT QUICKSBURG, VA
USGS	01632750	HOLMANS RUN AT QUICKSBURG, VA
USGS	01632800	N F SHENANDOAH RIVER AT RT 11 NR MT JACKSON, VA
USGS	01632804	SMITH CREEK BELOW SPRING NEAR HARRISONBURG, VA
USGS	01632815	SMITH CREEK NEAR HARRISONBURG, VA
USGS	01632816	SMITH CREEK AT ROUTE 724 NEAR LACEY SPRING, VA
USGS	01632823	SMITH CREEK ABOVE MOUNTAIN RUN NR LACEY SPRING, VA
USGS	01632825	FRIDLEY RUN AT FRIDLEY GAP NEAR LACEY SPRING, VA
USGS	01632833	MOUNTAIN RUN AT RT 620 NEAR LACEY SPRING, VA
USGS	01632834	MOUNTAIN RUN AT MOUTH NEAR LACEY SPRING, VA
USGS	0163283524	SMITH CREEK BELOW BIG SPRING NEAR LACEY SPRING, VA
USGS	0163283609	SMITH CK AT RAINBOW HILL FARM NR HARRISONBURG, VA
USGS	01632837	SMITH CREEK AT ROUTE 811 NEAR LACEY SPRING, VA
USGS	01632839	SMITH CREEK AT ROUTE 806 NEAR LACEY SPRING, VA
USGS	01632840	SMITH CREEK AT RT 717 NEAR LACEY SPRING, VA
USGS	01632848	DRY FORK AT ROUTE 724 NEAR HARRISONBURG, VA
USGS	01632854	DRY FORK AT ROUTE 806 NEAR LACEY SPRING, VA
USGS	01632856	LACEY SPRING ABOVE SMITH CREEK AT LACEY SPRING, VA
USGS	01632857	SMITH CREEK ABOVE ROUTE 717 NEAR LACEY SPRING, VA
USGS	0163285870	SMITH CREEK AT ROUTE 717 NEAR TENTH LEGION, VA
USGS	01632859	SMITH CREEK AT ROUTE 608 NEAR TENTH LEGION, VA
USGS	01632860	SMITH CREEK AT ROUTE 798 NEAR TENTH LEGION, VA
USGS	01632862	SMITH CREEK ABOVE WAR BRANCH NEAR TENTH LEGION, VA
USGS	01632866	WAR BRANCH AT OAKWOOD, VA
USGS	01632870	WAR BRANCH AT ATHLONE NEAR TENTH LEGION, VA
USGS	01632871	WAR BRANCH AT ROUTE 620 AT ATHLONE, VA
USGS	01632874	WAR BRANCH NEAR ATHLONE, VA
USGS	01632877	WAR BRANCH TRIBUTARY NEAR ATHLONE, VA
USGS	01632878	WAR BRANCH TRIBUTARY NEAR TENTH LEGION, VA
USGS	01632879	WAR BRANCH AT ROUTE 798 AT TENTH LEGION, VA
USGS	01632882	WAR BRANCH AT MOUTH AT TENTH LEGION, VA
USGS	01632883	SMITH CREEK AT ROUTE 796 NEAR TENTH LEGION, VA
USGS	01632887	SMITH CREEK AT ROUTE 793 NEAR NEW MARKET, VA
USGS	01632890	SMITH CREEK AT RT 794 NR LACEY SPRING, VA
USGS	01632892	SMITH CREEK AT ROUTE 823 AT NEW MARKET, VA
USGS	0163289203	SMITH CREEK ABOVE TRIBUTARY 100 AT NEW MARKET, VA
USGS	0163289220	SMITH CREEK TRIB 100 AT MOUTH AT NEW MARKET, VA
USGS	0163289223	SMITH CREEK ABOVE TRIBUTARY 200 AT NEW MARKET, VA
USGS	0163289259	SMITH CREEK TRIBUTARY AT RT 620 AT NEW MARKET, VA
USGS	0163289261	SMITH CREEK TRIB 200 AT MOUTH AT NEW MARKET, VA
USGS	0163289266	SMITH CREEK ABOVE TRIBUTARY 300 AT NEW MARKET, VA
USGS	0163289282	SMITH CREEK TRIB 300 AT MOUTH AT NEW MARKET, VA
USGS	0163289288	SMITH CREEK ABOVE TRIBUTARY 400 AT NEW MARKET, VA
USGS	0163289294	SMITH CREEK TRIB 400 AT MOUTH AT NEW MARKET, VA
USGS	0163289295	SMITH CREEK ABOVE TRIBUTARY 500 AT NEW MARKET, VA
USGS	0163289298	SMITH CREEK TRIB 500 AT MOUTH AT NEW MARKET, VA
USGS	0163289299	SMITH CREEK BELOW TRIBUTARY 500 AT NEW MARKET, VA
USGS	01632893	SMITH CREEK AT ROUTE 735 AT NEW MARKET, VA
USGS	01632894	SMITH CREEK AT RT 211 NEAR NEW MARKET, VA
USGS	01632896	SMITH CREEK BELOW ROUTE 211 AT NEW MARKET, VA
USGS	01632897	SMITH CREEK AT ROUTE 737 AT ALPINE, VA
USGS	0163289788	SMITH CREEK AT ROUTE 620 AT ALPINE, VA
USGS	01632898	SMITH CREEK AT ROUTE 620 NEAR ALPINE, VA
USGS	01632900	SMITH CREEK NEAR NEW MARKET, VA
USGS	01632902	SMITH CREEK ABOVE GAP CREEK NEAR MOUNT JACKSON, VA
USGS	01632909	GAP CREEK AT ROUTE 730 NEAR MOUNT JACKSON, VA
USGS	01632911	GAP CREEK AT MOUTH NEAR MOUNT JACKSON, VA
USGS	01632913	SMITH CREEK AT ROUTE 730 NEAR MOUNT JACKSON, VA
USGS	01632916	SMITH CREEK AT MOUTH NEAR MOUNT JACKSON, VA
USGS	01632950	CROOKED RUN TRIB NEAR CONICVILLE, VA
USGS	01632970	CROOKED RUN NEAR MOUNT JACKSON, VA
USGS	01632980	MILL CREEK NEAR MOUNT JACKSON, VA
USGS	01632990	MILL CREEK AT RT 698 AT MOUNT JACKSON, VA
USGS	01633000	N F SHENANDOAH RIVER AT MOUNT JACKSON, VA
USGS	01633050	N F SHENANDOAH RIVER AT RT 707 NR MT JACKSON, VA
USGS	01633052	NF SHENANDOAH RIVER BL RT 707 NEAR MT JACKSON, VA
USGS	01633067	NF SHENANDOAH RIVER ABOVE RT 698 NEAR EDINBURG, VA
USGS	01633100	STONY CREEK TRIBUTARY AT ORKNEY SPRINGS, VA
USGS	01633200	STONY CREEK NEAR BASYE, VA
USGS	01633475	RILES RUN AT RT 703 NR CONICVILLE, VA
USGS	01633485	STONY CREEK NEAR LIBERTY FURNANCE, VA
USGS	01633487	STONY CREEK TRIBUTARY NEAR LIBERTY FURNANCE, VA
USGS	01633493	LITTLE STONY CREEK NEAR COLUMBIA FURNACE, VA
USGS	01633500	STONY CREEK AT COLUMBIA FURNACE, VA
USGS	01633506	STONY CREEK AT ROUTE 682 NEAR EDINBURG, VA
USGS	01633510	SWOVER CREEK NEAR CONICVILLE, VA
USGS	01633540	STONY CREEK AT US HWY 11 AT EDINBURG, VA
USGS	01633570	N F SHENANDOAH RIVER BL STONY CR NR EDINBURG, VA
USGS	01633595	NARROW PASSAGE CREEK NEAR WOODSTOCK, VA
USGS	01633601	NARROW PASSAGE CR ABV TR AT OX RD NR WOODSTOCK, VA
USGS	01633625	NF SHENANDOAH RIVER BELOW RT 758 NR WOODSTOCK, VA
USGS	01633626	NF SHEN RIVER AB SPG HOLLOW CR NR WOODSTOCK, VA
USGS	0163363995	SPRING HOLLOW RUN AT MOUTH NEAR WOODSTOCK, VA
USGS	01633641	NF SHENANDOAH RIVER ABOVE TRIB NEAR WOODSTOCK, VA
USGS	01633650	PUGHS RUN NEAR WOODSTOCK, VA
USGS	01633700	PUGHS RUN TRIB NEAR COLUMBIA FURNACE, VA
USGS	01633702	PUGHS RUN AT WETZEL RD NR WOODSTOCK, VA
USGS	01633708	NF SHENANDOAH RIVER BL PUGHS RUN NR WOODSTOCK, VA
USGS	01633728	TOMS BROOK AT MOO MANOR FARM NR TOMS BROOK, VA
USGS	01633730	TOMS BROOK AT TOMS BROOK, VA
USGS	01633731	TOMS BROOK AT RT 653 AT TOMS BROOK, VA
USGS	01633735	TOMS BROOK BELOW RT 645 NEAR TOMS BROOK, VA
USGS	01633744	JORDON RUN AT RT 645 NEAR TOMS BROOK, VA
USGS	01633745	TOMS BROOK NEAR TOMS BROOK, VA
USGS	01634000	N F SHENANDOAH RIVER NEAR STRASBURG, VA
USGS	01634100	PADDY RUN NEAR LEBANON CHURCH, VA
USGS	01634340	CEDAR CREEK NEAR LEBANON CHURCH, VA
USGS	01634440	CEDAR CREEK AT RT 623 NEAR MARLBORO, VA
USGS	01634500	CEDAR CREEK NEAR WINCHESTER, VA
USGS	01635005	FAWCETT RUN BL MARLBORO SPRING AT MARLBORO, VA
USGS	01635008	FAWCETT RUN ABOVE MOUTH AT MARLBORO, VA
USGS	01635045	BUFFALO MARSH RUN NEAR MIDDLETOWN, VA
USGS	01635090	CEDAR CREEK ABOVE HWY 11 NEAR MIDDLETOWN, VA
USGS	01635100	CEDAR CREEK NEAR STRASBURG, VA
USGS	01635200	N F SHENANDOAH RIVER TRIB NEAR WATERLICK, VA
USGS	01635210	N F SHENANDOAH RIV AT DAM NEAR WATERLICK, VA
USGS	01635250	PASSAGE CREEK AT RT 776 NEAR DETRICK, VA
USGS	01635300	PETERS MILL RUN NEAR DETRICK, VA
USGS	01635360	MILL RUN NEAR DETRICK, VA
USGS	01635365	SHELTER RUN NEAR DETRICK, VA
USGS	01635484	PASSAGE CREEK AT FISH HATCHERY AT WATERLICK, VA
USGS	01635500	PASSAGE CREEK NEAR BUCKTON, VA
USGS	01636000	N F SHENANDOAH RIVER NEAR RIVERTON, VA
USGS	01636005	N F SHENANDOAH RIV AT U.S. HWY 522 AT RIVERTON, VA
USGS	01636200	SHENANDOAH RIVER AT RIVERTON, VA
USGS	01636202	HAPPY CREEK TRIB NEAR GLEN ECHO, VA
USGS	01636210	HAPPY CREEK AT FRONT ROYAL, VA
USGS	0163621190	HAPPY CREEK AT ROUTE 55 AT FRONT ROYAL, VA
USGS	01636215	HAPPY CREEK AT CROSBY STADIUM AT FRONT ROYAL, VA
USGS	01636220	CROOKED RUN NEAR NINEVEH, VA
USGS	01636225	CROOKED RUN TRIBUTARY NEAR NINEVEH, VA
USGS	0163622716	STEPHENS RUN AT ROUTE 639 AT NINEVEH, VA
USGS	01636228	CROOKED RUN ABOVE ROUTE 627 AT CEDARVILLE, VA
USGS	01636229	CROOKED RUN AT ROUTE 627 AT CEDARVILLE, VA
USGS	01636230	SHEEP RUN NEAR STEPHENS CITY, VA
USGS	0163623357	WEST RUN AT MIDDLETOWN, VA
USGS	0163623798	WEST RUN AT ROUTE 609 AT CEDARVILLE, VA
USGS	01636240	CROOKED RUN AT RIVERTON, VA
USGS	01636242	CROOKED RUN BELOW HWY 340 AT RIVERTON, VA
USGS	01636260	SHENANDOAH RIVER BELOW I-66 NEAR FRONT ROYAL, VA
USGS	01636262	SHENANDOAH RIVER AT WARREN DAM NR FRONT ROYAL, VA
USGS	0163626224	WILLOW BROOK AT ROUTE 658 AT ROCKLAND, VA
USGS	01636266	MANASSAS RUN NEAR LINDEN, VA
USGS	0163626646	MANASSAS RUN AT ROUTE 647 NEAR FRONT ROYAL, VA
USGS	0163626650	MANASSAS RUN AT RT 645 NEAR FRONT ROYAL, VA
USGS	01636270	BORDEN MARSH RUN AT RT 624 NEAR BOYCE, VA
USGS	0163627060	BORDEN MARSH RUN AT ROUTE 642 AT MILLDALE, VA
USGS	0163628202	LONG BRANCH AT ROUTE 622 NEAR BETHEL, VA
USGS	01636283	WRIGHTS BRANCH TRIB BL JEEP TR NR STONE BRIDGE, VA
USGS	01636290	SHENANDOAH RIVER NEAR MILLWOOD, VA
USGS	01636295	ROSEVILLE RUN AT BOYCE STP AT BOYCE, VA
USGS	01636300	WESTBROOK RUN NEAR BOYCE, VA
USGS	01636305	PAGE BROOK AT BOYCE, VA
USGS	01636311	SPOUT RUN AT POWHATAN SCHOOL NR BOYCE, VA
USGS	01636316	SPOUT RUN AT RT 621 NEAR MILLWOOD, VA
USGS	0163633162	CHAPEL RUN AT ROUTE 621 NEAR BRIGGS, VA
USGS	0163633370	SHENANDOAH RIVER TRANSECT 18 AT LOCKES LANDING, VA
USGS	0163633373	SHENANDOAH RIVER TRANSECT 17 AT LOCKES LANDING, VA
USGS	0163633376	SHENANDOAH RIVER TRANSECT 16 AT LOCKES LANDING, VA
USGS	01636334	LOCKES MILL RUN AT RT 621 NEAR BRIGGS, VA
USGS	0163633405	SHENANDOAH RIVER TRANSECT 15 AT LOCKES LANDING, VA
USGS	0163633459	SHENANDOAH RIV TRANSECT 14B AT LOCKES LANDING, VA
USGS	0163633468	SHENANDOAH RIVER TRANSECT 14 AT LOCKES LANDING, VA
USGS	0163633477	SHENANDOAH RIVER TRANSECT 13 AT LOCKES LANDING, VA
USGS	0163633486	SHENANDOAH RIVER TRANSECT 12 AT LOCKES LANDING, VA
USGS	0163633495	SHENANDOAH RIVER TRANSECT 11 AT LOCKES LANDING, VA
USGS	0163633504	SHENANDOAH RIVER TRANSECT 10 AT LOCKES LANDING, VA
USGS	0163633513	SHENANDOAH RIVER TRANSECT 9 AT LOCKES LANDING, VA
USGS	0163633522	SHENANDOAH RIVER TRANSECT 8 AT LOCKES LANDING, VA
USGS	0163633531	SHENANDOAH RIVER TRANSECT 7B AT LOCKES LANDING, VA
USGS	0163633540	SHENANDOAH RIVER TRANSECT 7 AT LOCKES LANDING, VA
USGS	0163633549	SHENANDOAH RIVER TRANSECT 6 AT LOCKES LANDING, VA
USGS	0163633558	SHENANDOAH RIVER TRANSECT 5B AT LOCKES LANDING, VA
USGS	0163633567	SHENANDOAH RIVER TRANSECT 5 AT LOCKES LANDING, VA
USGS	0163633576	SHENANDOAH RIVER TRANSECT 3B AT LOCKES LANDING, VA
USGS	0163633585	SHENANDOAH RIVER TRANSECT 2 AT LOCKES LANDING, VA
USGS	0163633594	SHENANDOAH RIVER TRANSECT 1 AT LOCKES LANDING, VA
USGS	01636336	BUCK MARSH RUN ABOVE HWY 340 AT BERRYVILLE, VA
USGS	0163633710	DOG RUN AT ROUTE 621 NEAR BERRYVILLE, VA
USGS	01636345	WHEAT SPRING BRANCH TRIB NO 1 NR BERRYVILLE, VA
USGS	01636355	WHEAT SPRING BRANCH AT ROUTE 603 NR BERRYVILLE, VA
USGS	01636451	NORTH FORK LONG MARSH RUN NEAR MEYERSTOWN,WV
USGS	01636456	BULLSKIN RUN AT CS NATURE PRES NR CHARLES TOWN, WV
USGS	01636460	BULLSKIN RUN ABOVE KABLETOWN, WV
USGS	01636462	BULLSKIN RUN AT KABLETOWN,WV
USGS	01636464	BULLSKIN RUN BELOW KABLETOWN, WV
USGS	01636475	EVITTS RUN NEAR RANSON,WV
USGS	01636477	EVITTS RUN @ LIBERTY ST BRDG @ CHARLES TOWN,WV
USGS	01636500	SHENANDOAH RIVER AT MILLVILLE, WV
USGS	01636690	PINEY RUN NEAR LOVETTSVILLE, VA
USGS	01638350	S F CATOCTIN CREEK AT RT 698 NEAR WATERFORD, VA
USGS	01638386	NORTH FORK CATOCTIN CR AT RT 690 AT HILLSBORO, VA
USGS	01638395	NORTH FORK CATOCTIN CR AT RT 611 NR HILLSBORO, VA
USGS	01638400	N F CATOCTIN CREEK AT RT 9 NEAR HILLSBORO, VA
USGS	01638420	N F CATOCTIN CREEK AT RT 681 NEAR WATERFORD, VA
USGS	01638450	RICHARD CREEK NEAR WATERFORD, VA
USGS	01638480	CATOCTIN CREEK AT TAYLORSTOWN, VA
USGS	01643585	POTOMAC RIVER TRIB NO 1 NEAR LUCKETTS, VA
USGS	01643587	LIMESTONE BR TRIB NO. 2 AT PVT RD NR LUCKETTS, VA
USGS	01643590	LIMESTONE BRANCH NEAR LEESBURG, VA
USGS	01643600	LIMESTONE BRANCH TRIB NO 1 NEAR LEESBURG, VA
USGS	01643643	GOOSE CREEK AT DELAPLANE, VA
USGS	01643673	GOOSE CREEK AT RT 710 NEAR RECTORTOWN, VA
USGS	01643689	JEFFRIES BRANCH AT ROUTE 743 NEAR UPPERVILLE, VA
USGS	01643700	GOOSE CREEK NEAR MIDDLEBURG, VA
USGS	01643705	CROMWELL RUN NEAR ATOKA, VA
USGS	01643715	CROMWELLS RUN AT RT 50 NEAR MIDDLEBURG, VA
USGS	01643720	ROCKY CREEK AT RT 50 NEAR MIDDLEBURG, VA
USGS	01643800	NORTH FORK GOOSE CREEK NEAR LINCOLN, VA
USGS	0164380375	CROOKED RUN NEAR LINCOLN, VA
USGS	01643805	N F GOOSE CREEK AT RT 729 NEAR LINCOLN, VA
USGS	01643820	BEAVERDAM CREEK NEAR UNISON, VA
USGS	01643880	BEAVERDAM CREEK AT RT 734 NEAR MOUNTVILLE, VA
USGS	01643950	GOOSE CREEK AT OATLANDS, VA
USGS	01643965	LITTLE RIVER AT RT 626 AT HALFWAY, VA
USGS	01643988	LITTLE RIVER NEAR OATLANDS, VA
USGS	01643990	HOWSERS BRANCH NEAR OATLANDS, VA
USGS	01644000	GOOSE CREEK NEAR LEESBURG, VA
USGS	01644005	BLACK BRANCH ABOVE TRIBUTARY NO. 1 NEAR WATSON, VA
USGS	01644010	BLACK BRANCH TRIB NO 1 NEAR WATSON, VA
USGS	01644015	BLACK BRANCH NEAR WATSON, VA
USGS	01644020	BLACK BRANCH TRIB NO 2 NEAR WATSON, VA
USGS	01644025	BLACK BRANCH BELOW RT 860 NEAR WATSON, VA
USGS	01644090	GOOSE CREEK AB SYCOLIN CREEK NEAR LEESBURG, VA
USGS	01644100	S F SYCOLIN CREEK NEAR LEESBURG, VA
USGS	01644110	SYCOLIN CREEK NEAR LEESBURG, VA
USGS	01644115	DRY MILL BRANCH ALONG RT 699 NEAR LEESBURG, VA
USGS	01644120	TUSCARORA CREEK ABOVE STP NEAR LEESBURG, VA
USGS	01644133	GOOSE CREEK AT ROUTE 7 NEAR ASHBURN, VA
USGS	01644200	LENAH RUN AT LENAH, VA
USGS	01644222	BROAD RUN AT ROUTE 659 AT ARCOLA, VA
USGS	01644250	S F BROAD RUN NEAR ARCOLA, VA
USGS	01644255	S F BROAD RUN AT ARCOLA, VA
USGS	0164425950	HORSEPEN RUN AB HORSEPEN RUN TRIB NR HERNDON, VA
USGS	01644260	HORSEPEN RUN TRIBUTARY NEAR FLORIS, VA
USGS	01644264	FRYING PAN BRANCH AT CENTREVILLE RD NR HERNDON, VA
USGS	01644270	HORSEPEN RUN NEAR HERNDON, VA
USGS	01644271	HORSEPEN RUN AT SULLY RD NEAR HERNDON, VA
USGS	01644272	MERRYBROOK RUN (EAST BRANCH)  NEAR HERNDON, VA
USGS	0164427403	BROAD RUN AT ROUTE 625 NEAR STERLING, VA
USGS	01644277	BEAVERDAM RUN NEAR ASHBURN, VA
USGS	01644280	BROAD RUN NEAR LEESBURG, VA
USGS	01644283	POTOMAC RIVER TRIB NO 2 NEAR STERLING, VA
USGS	01644290	STAVE RUN AT RESTON, VA
USGS	01644291	STAVE RUN NEAR RESTON, VA
USGS	01644295	SMILAX BRANCH AT RESTON, VA
USGS	01644300	SUGARLAND RUN AT HERNDON, VA
USGS	01644330	FOLLY LICK BRANCH AT THIRD ST AT HERNDON, VA
USGS	01644343	SUGARLAND RUN TRIB BL CRAYTON RD NR HERNDON, VA
USGS	01644370	SUGARLAND RUN NEAR DRANESVILLE, VA
USGS	01645160	NICHOLS RUN NEAR DRANESVILLE, VA
USGS	01645162	NICHOLS RUN AB JEFFERSON BRANCH NR DRANESVILLE, VA
USGS	01645170	JEFFERSON BRANCH ABOVE MOUTH NEAR DRANESVILLE, VA
USGS	01645700	DIFFICULT RUN NEAR FAIRFAX, VA
USGS	01645704	DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA
USGS	0164571012	DIFFICULT RUN ABOVE ROCKY BRANCH AT VIENNA, VA
USGS	0164571592	ROCKY BRANCH ABOVE TRIB2 NEAR VIENNA, VA
USGS	0164572408	ROCKY BRANCH TRIB2 AB ROCKY BRANCH NEAR VIENNA, VA
USGS	0164572424	ROCKY BRANCH AT MOUTH NEAR VIENNA, VA
USGS	01645725	DIFFICULT RUN NEAR VIENNA, VA
USGS	0164572684	DIFFICULT RUN TRIB BL VALESTRA CIR NR VIENNA, VA
USGS	0164573302	DIFFICULT RUN AB LITTLE DIFFICULT RN NR VIENNA, VA
USGS	01645745	LITTLE DIFFICULT RUN NEAR VIENNA, VA
USGS	01645750	S F LITTLE DIFFICULT RUN NEAR FAIRFAX, VA
USGS	01645762	S F LITTLE DIFFICULT RUN ABOVE MOUTH NR VIENNA, VA
USGS	01645775	LITTLE DIFFICULT RUN AT STUART MILL NR VIENNA, VA
USGS	0164577696	LITTLE DIFFICULT RUN AT MOUTH NEAR VIENNA, VA
USGS	0164577971	DIFFICULT RUN ABOVE SNAKEDEN BRANCH NR VIENNA, VA
USGS	01645780	SNAKEDEN BRANCH AT COLTS NECK DR AT RESTON, VA
USGS	0164578195	SNAKEDEN BRANCH NR SHIRE CT AT RESTON, VA
USGS	0164578385	SNAKEDEN BRANCH ABOVE SOAPSTONE DR AT RESTON, VA
USGS	01645784	SNAKEDEN BRANCH AT RESTON, VA
USGS	01645787	SNAKEDEN BRANCH TRIB AT SOAPSTONE DR AT RESTON, VA
USGS	0164578730	SNAKEDEN BRANCH TRIB NR S LAKES DR AT RESTON, VA
USGS	0164578734	SNAKEDEN BRANCH ABOVE LAKE AUDUBON AT RESTON, VA
USGS	0164578816	SNAKEDEN BRANCH BL TWIN BRANCHES RD AT RESTON, VA
USGS	01645792	THE GLADE AT STEPPLECHASE DR AT RESTON, VA
USGS	0164579245	THE GLADE NR PEGASUS LANE AT RESTON, VA
USGS	0164579365	THE GLADE ABOVE SOAPSTONE DRIVE AT RESTON, VA
USGS	01645794	THE GLADE AT SOAPSTONE DRIVE AT RESTON, VA
USGS	0164579469	THE GLADE AT HUNTING HORN REC CENTER AT RESTON, VA
USGS	0164579522	THE GLADE NEAR HOWLAND DRIVE AT RESTON, VA
USGS	0164579580	THE GLADE AT TWIN BRANCHES ROAD AT RESTON, VA
USGS	01645796	THE GLADE AT MOUTH AT RESTON, VA
USGS	0164579743	SNAKEDEN BRANCH AT MOUTH NEAR VIENNA, VA
USGS	01645799	DIFFICULT RUN AT W&OD RR NEAR VIENNA, VA
USGS	01645800	PINEY BRANCH AT VIENNA, VA
USGS	0164580569	PINEY BRANCH NEAR VIENNA, VA
USGS	0164581169	PINEY BRANCH AT MOUTH NEAR VIENNA, VA
USGS	0164582028	DIFFICULT RUN AT BROWNS MILL ROAD AT KENMORE, VA
USGS	01645830	WOLFTRAP CREEK AT CREEK CROSSING RD AT VIENNA, VA
USGS	0164583313	WOLFTRAP CREEK AT BOIS AVENUE NEAR VIENNA, VA
USGS	01645844	OLD COURTHOUSE SPRING BRANCH NEAR VIENNA, VA
USGS	01645850	WOLFTRAP CREEK NEAR VIENNA, VA
USGS	0164585869	DIFFICULT RUN ABOVE COLVIN RUN AT KENMORE, VA
USGS	01645888	COLVIN RUN TRIB TO TRIB AB LAKE ANNE AT RESTON, VA
USGS	01645890	COLVIN RUN TRIB BELOW LAKE ANNE AT RESTON, VA
USGS	0164589340	COLVIN RUN ABOVE LAKE FAIRFAX AT RESTON, VA
USGS	01645900	COLVIN RUN AT RESTON, VA
USGS	0164590968	COLVIN RUN AT MOUTH AT KENMORE, VA
USGS	0164592501	DIFFICULT RUN AB CAPTAIN HICKORY RN AT KENMORE, VA
USGS	0164592650	CAPTAIN HICKORY RUN AT GOULDMAN LN NR RESTON, VA
USGS	0164592698	CAPT HICKORY RUN LEFT DRAIN AB TRIB NR RESTON, VA
USGS	0164592699	CAPTAIN HICKORY RUN RT DRAIN AB TRIB NR RESTON, VA
USGS	0164592700	CAPTAIN HICKORY RUN ABOVE TRIBUTARY NR RESTON, VA
USGS	0164592780	CPT HKRY RN TRB 10 YDS AB RUNAWAY LN NR RESTON, VA
USGS	0164592810	CPT HKRY RN TRB 75 YDS BL RUNAWAY LN NR RESTON, VA
USGS	0164592828	CAPTAIN HICKORY RUN TRIB LEFT DRAIN NR RESTON, VA
USGS	0164592829	CAPTAIN HICKORY RUN TRIB RT DRAIN NR RESTON, VA
USGS	0164592830	CAPTAIN HICKORY RUN TRIB AT MOUTH NEAR RESTON, VA
USGS	0164592846	CAPTAIN HICKORY RUN AT POLO PL NR GREAT FALLS, VA
USGS	01645931	CAPTAIN HICKORY RUN AB TRIB 1 NEAR GREAT FALLS, VA
USGS	0164593308	CAPTAIN HICKORY TRIB1 AB TRIB NR GREAT FALLS, VA
USGS	0164593423	CAPTAIN HICKORY TRIB1 TRIB NEAR GREAT FALLS, VA
