#
#
# US Geological Survey
# retrieved: 2022-01-20 14:41:31 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#
#
# query started 2022-01-20 14:41:31 EST
#
# there are 30818 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	district_cd	state_cd	county_cd
USGS	01308330	CARLLS RIVER AT WEST BABYLON, NY	ST	36	36	103
USGS	01308332	CARLLS RIVER AT NORTH BABYLON, NY 308332	ST	36	36	103
USGS	01308350	CARLLS RIVER AT NORTH BABYLON, NY 308350	ST	36	36	103
USGS	01308400	ELDA LAKE TRIBUTARY AT NORTH BABYLON NY	ST	36	36	103
USGS	01308405	CARLLS RIVER AT NORTH BABYLON NY	ST	36	36	103
USGS	01308407	ELDA LAKE TRIBUTARY AT NORTH BABYLON, NY	ST	36	36	103
USGS	01308416	UNNAMED TRIB TO CARLLS R AT NORTH BABYLON 308416	ST	36	36	103
USGS	01308420	ELDA LAKE TRIBUTARY AT NORTH BABYLON, N.Y.	ST	36	36	103
USGS	01308430	UNNAMED TRIBUTARY TO CARLLS RIVER, NY 308430	ST	36	36	103
USGS	01308440	ELDA LAKE OUTLET AT NORTH BABYLON NY	ST	36	36	103
USGS	01308460	UNNAMED TRIB TO CARLLS R AT NORTH BABYLON 308460	ST	36	36	103
USGS	01308500	CARLLS RIVER AT BABYLON NY	ST	36	36	103
USGS	01308550	CARLLS RIVER AT BABYLON, NY 308550	ST	36	36	103
USGS	01308600	CARLLS RIVER AT PARK AVENUE AT BABYLON NY	ST	36	36	103
USGS	01308700	CARLLS RIVER AT BABYLON, NY 308700	ST	36	36	103
USGS	01308710	CARLLS RIVER (MONTANK HIGHWAY) AT BABYLON N.Y.	ST	36	36	103
USGS	01308720	CARLLS RIVER AT BABYLON, NY 308720	ST	36	36	103
USGS	01308788	SANTAPOGUE CREEK AT NORTH LINDENHURST, NY	ST	36	36	103
USGS	01308790	SANTAPOGUE RIVER AT WEST BABYLON, NY	ST	36	36	103
USGS	01308800	SANTAPOGUE RIVER (HIGHWAY 109) AT LINDENHURST, NY	ST	36	36	103
USGS	01308810	SANTAPOGUE CREEK AT LINDENHURST, NY 308810	ST	36	36	103
USGS	01308820	SANTAPOGUE CREEK AT LINDENHURST, NY 308820	ST	36	36	103
USGS	01308880	SANTAPOGUE C(FRANKFORD A)AT LINDENHURST NY	ST	36	36	103
USGS	01308900	SANTAPOGUE CK (LIRR CEN BR) AT LINDENHURST NY	ST	36	36	103
USGS	01308925	SANTAPOGUE C(ALBION AV) AT LINDENHURST NY	ST	36	36	103
USGS	01308950	SANTAPOGUE R (MUNCY AVE) AT LINDENHURST, N.Y.	ST	36	36	103
USGS	01308975	SANTAPOGUE CREEK AT LINDENHURST, NY 308975	ST	36	36	103
USGS	01309000	SANTAPOGUE CREEK AT LINDENHURST NY	ST	36	36	103
USGS	01309005	SANTAPOGUE CREEK AT LINDENHURST, NY 309005	ST	36	36	103
USGS	01309010	SANTAPOGUE CREEK TRIBUTARY AT LINDENHURST, NY	ST	36	36	103
USGS	01309062	WEST TRIB TO SANTAPOGUE CR AT LINDENHURST 309062	ST	36	36	103
USGS	01309064	WEST TRIB TO SANTAPOGUE CR AT LINDENHURST 309064	ST	36	36	103
USGS	01309065	SANTAPOGUE CREEK AT LINDENHURST, NY 309065	ST	36	36	103
USGS	01309066	WEST TRIB TO SANTAPOGUE CR AT LINDENHURST 309066	ST	36	36	103
USGS	01309080	WEST TRIB TO SANTAPOGUE CR AT LINDENHURST 309080	ST	36	36	103
USGS	01309100	SANTAPOGUE RIVER (HIGHWAY 27A) AT LINDENHURST, NY	ST	36	36	103
USGS	01309125	NEGUNTATOGUE CREEK AT LINDENHURST, NY 309125	ST	36	36	103
USGS	01309130	NEGUNTATOGUE CREEK AT LINDENHURST, NY 309130	ST	36	36	103
USGS	01309135	NEGUNTATOGUE CREEK OF LINDENHURST, NY	ST	36	36	103
USGS	01309145	NEGUNTATOGUE CREEK AT LINDENHURST, NY 309145	ST	36	36	103
USGS	01309150	NEGUNTATOGUE C AT E HOFFMAN AVE AT LINDENHURST, NY	ST	36	36	103
USGS	01309155	NEGUNTATOGUE CREEK AT LINDENHURST, NY 309155	ST	36	36	103
USGS	01309160	NEGUNTATOGUE CREEK AT LINDENHURST, NY 309160	ST	36	36	103
USGS	01309170	NEGUNTATOGUE CREEK AT LINDENHURST, NY 309170	ST	36	36	103
USGS	01309200	NEGUNTATOGUE CREEK AT LINDENHURST NY	ST	36	36	103
USGS	01309235	STRONGS CREEK AT LINDENHURST, NY 309235	ST	36	36	103
USGS	01309240	STRONGS CREEK AT LINDENHURST, NY 309240	ST	36	36	103
USGS	01309245	STRONGS CREEK AT LINDENHURST, NY 309245	ST	36	36	103
USGS	01309250	STRONG CREEK AT LINDENHURST NY	ST	36	36	103
USGS	01309274	GREAT NECK CREEK AT COPIAGUE, NY 309274	ST	36	36	103
USGS	01309278	GREAT NECK CREEK AT COPIAGUE, NY 309278	ST	36	36	103
USGS	01309285	GREAT NECK CREEK AT COPIAQUE, NY	ST	36	36	103
USGS	01309295	GREAT NECK CREEK NEAR AMITYVILLE, N.Y.	ST	36	36	103
USGS	01309300	GREAT NECK CREEK AT COPIAGUE NY	ST	36	36	103
USGS	01309315	WOODS CREEK AT AMITYVILLE, NY 309315	ST	36	36	103
USGS	01309330	WOODS CREEK AT AMITYVILLE, NY 309330	ST	36	36	103
USGS	01309340	WOODS CREEK NEAR AMITYVILLE NY	ST	36	36	103
USGS	01309343	AMITYVILLE CREEK AT NORTH AMITYVILLE, NY 309343	ST	36	36	103
USGS	01309344	AMITYVILLE CREEK AT NORTH AMITYVILLE, NY 309344	ST	36	36	103
USGS	01309345	AMITYVILLE CREEK AT AMITYVILLE, NY 309345	ST	36	36	103
USGS	01309347	AMITYVILLE CREEK AT AMITYVILLE, NY 309347	ST	36	36	103
USGS	01309348	AMITYVILLE CREEK AT AMITYVILLE, NY 309348	ST	36	36	103
USGS	01309349	AMITYVILLE CREEK AT AMITYVILLE, NY 309349	ST	36	36	103
USGS	01309350	AMITYVILLE CREEK AT AMITYVILLE NY	ST	36	36	103
USGS	01309357	CARMAN CREEK AT MASSAPEQUA PARK, NY 309357	ST	36	36	059
USGS	01309359	CARMAN CREEK AT MASSAPEQUA PARK, NY 309359	ST	36	36	059
USGS	01309360	CARMAN CREEK AT MASSAPEQUA PARK, NY 309360	ST	36	36	059
USGS	01309365	CARMAN CREEK AT MASSAPEQUA PARK, NY 309365	ST	36	36	059
USGS	01309370	CARMAN CREEK AT MASSAPEQUA, NY	ST	36	36	059
USGS	01309375	CARMAN CREEK AT MASSAPEQUA PARK, NY 309375	ST	36	36	059
USGS	01309380	CARMAN CREEK AT MASSAPEQUA PARK, NY 309380	ST	36	36	059
USGS	01309385	CARMAN CREEK AT MASSAPEQUA PARK, NY 309385	ST	36	36	059
USGS	01309400	CARMAN CREEK AT AMITYVILLE NY	ST	36	36	059
USGS	01309408	JONES CREEK AT MASSAPEQUA PARK, NY 309408	ST	36	36	059
USGS	01309410	JONES CREEK AT MASSAPEQUA PARK, NY 309410	ST	36	36	059
USGS	01309412	JONES CREEK AT MASSAPEQUA PARK, NY 309412	ST	36	36	059
USGS	01309430	JONES CREEK NEAR AMITYVILLE, NY	ST	36	36	059
USGS	01309440	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309440	ST	36	36	059
USGS	01309444	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309444	ST	36	36	059
USGS	01309446	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309446	ST	36	36	059
USGS	01309448	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309448	ST	36	36	059
USGS	01309450	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309450	ST	36	36	059
USGS	01309454	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309454	ST	36	36	059
USGS	01309458	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309458	ST	36	36	059
USGS	01309462	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309462	ST	36	36	059
USGS	01309466	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309466	ST	36	36	059
USGS	01309470	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309470	ST	36	36	059
USGS	01309474	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309474	ST	36	36	059
USGS	013094751	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094751	ST	36	36	059
USGS	013094752	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094752	ST	36	36	059
USGS	013094753	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094753	ST	36	36	059
USGS	013094754	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094754	ST	36	36	059
USGS	013094755	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094755	ST	36	36	059
USGS	013094756	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094756	ST	36	36	059
USGS	013094757	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094757	ST	36	36	059
USGS	013094758	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094758	ST	36	36	059
USGS	01309476	MASSAPEQUA CREEK AT SS PKY, SOUTH FARMINGDALE, NY	ST	36	36	059
USGS	013094765	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094765	ST	36	36	059
USGS	01309477	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309477	ST	36	36	059
USGS	013094775	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094775	ST	36	36	059
USGS	01309478	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 309478	ST	36	36	059
USGS	013094785	MASSAPEQUA CREEK AT SOUTH FARMINGDALE, NY 3094785	ST	36	36	059
USGS	01309479	MASSAPEQUA CREEK AT NORTH MASSAPEQUA, NY 309479	ST	36	36	059
USGS	013094795	MASSAPEQUA CREEK AT NORTH MASSAPEQUA, NY 3094795	ST	36	36	059
USGS	01309480	MASSAPEQUA CREEK AT NORTH MASSAPEQUA, NY 309480	ST	36	36	059
USGS	01309481	MASSAPEQUA CREEK AT NORTH MASSAPEQUA, NY 309481	ST	36	36	059
USGS	01309485	MASSAPEQUA CREEK AT NORTH MASSAPEQUA, NY 309485	ST	36	36	059
USGS	01309490	MASSAPEQUA CREEK AT NORTH MASSAPEQUA, NY 309490	ST	36	36	059
USGS	01309492	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309492	ST	36	36	059
USGS	01309494	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309494	ST	36	36	059
USGS	01309496	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309496	ST	36	36	059
USGS	01309500	MASSAPEQUA CREEK AT MASSAPEQUA NY	ST	36	36	059
USGS	01309520	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309520	ST	36	36	059
USGS	01309540	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309540	ST	36	36	059
USGS	01309560	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309560	ST	36	36	059
USGS	01309580	MASSAPEQUA CREEK AT MASSAPEQUA, NY 309580	ST	36	36	059
USGS	01309610	SEAFORD CREEK AT MASSAPEQUA, NY 309610	ST	36	36	059
USGS	01309620	SEAFORD CREEK AT MASSAPEQUA, NY 309620	ST	36	36	059
USGS	01309630	SEAFORD CREEK AT MASSAPEQUA, NY 309630	ST	36	36	059
USGS	01309640	SEAFORD CREEK AT MASSAPEQUA, NY 309640	ST	36	36	059
USGS	01309650	SEAFORD CREEK AT MASSAPEQUA, NY 309650	ST	36	36	059
USGS	01309660	SEAFORD CREEK AT MASSAPEQUA, NY 309660	ST	36	36	059
USGS	01309670	SEAFORD CREEK AT MASSAPEQUA, NY 309670	ST	36	36	059
USGS	01309680	SEAFORD CREEK AT MASSAPEQUA (SF8)	ST	36	36	059
USGS	01309700	SEAFORD CREEK AT SEAFORD, N.Y.	ST	36	36	059
USGS	01309760	SEAMANS CREEK AT WANTAUGH, NY	ST	36	36	059
USGS	01309765	SEAMANS CREEK AT WANTAGH, NY	ST	36	36	059
USGS	01309770	SEAMANS CREEK AT WANTAGH (SM3)	ST	36	36	059
USGS	01309775	SEAMANS CREEK AT WANTAGH (SM4)	ST	36	36	059
USGS	01309780	SEAMANS CREEK AT SEAFORD (SM5)	ST	36	36	059
USGS	01309785	SEAMANS CREEK AT SEAFORD (SM6)	ST	36	36	059
USGS	01309790	SEAMANS CREEK AT SEAFORD (SM7)	ST	36	36	059
USGS	01309800	SEAMANS CREEK AT SEAFORD, N.Y.	ST	36	36	059
USGS	01309860	BELLMORE CREEK AT LEVITTOWN (BS-1)	ST	36	36	059
USGS	01309870	BELLMORE CREEK AT LEVITTOWN (BS-2)	ST	36	36	059
USGS	01309880	BELLMORE CREEK AT LEVITTOWN (BS-3)	ST	36	36	059
USGS	01309890	BELLMORE CREEK AT LEVITTOWN	ST	36	36	059
USGS	01309900	BELLMORE CREEK AT WANTAGH (BS-5)	ST	36	36	059
USGS	01309910	BELLMORE CREEK AT WANTAGH (BS-6)	ST	36	36	059
USGS	01309920	BELLMORE CREEK AT WANTAGH (BS-7)	ST	36	36	059
USGS	01309930	BELLMORE CREEK AT WANTAGH (BS-8)	ST	36	36	059
USGS	01309940	BELLMORE CREEK AT WANTAGH (BS-9)	ST	36	36	059
USGS	01309950	BELLMORE CREEK NEAR BELLMORE NY	ST	36	36	059
USGS	01309953	BELLMORE CREEK AT WANTAGH (BS-11)	ST	36	36	059
USGS	01309957	BELLMORE CREEK AT WANTAGH (BS-12)	ST	36	36	059
USGS	01309960	BELLMORE CREEK AT WANTAGH (BS-13)	ST	36	36	059
USGS	01309963	BELLMORE CREEK AT WANTAGH (BS-14)	ST	36	36	059
USGS	01309967	BELLMORE CREEK AT WANTAGH (BS-15)	ST	36	36	059
USGS	01309970	BELLMORE CREEK TRIBUTARY NEAR NORTH WANTAGH, NY	ST	36	36	059
USGS	01309973	BELLMORE CREEK AT WANTAGH (BS-17)	ST	36	36	059
USGS	01309977	BELLMORE CREEK AT WANTAGH (BS-18)	ST	36	36	059
USGS	01309980	BELLMORE CREEK TRIBUTARY AT NORTH WANTAGH, NY	ST	36	36	059
USGS	01309983	BELLMORE CREEK AT WANTAGH (BS-20)	ST	36	36	059
USGS	01309987	BELLMORE CREEK AT WANTAGH (BS-21)	ST	36	36	059
USGS	01309989	BELLMORE CREEK AT WANTAGH (BS-22)	ST	36	36	059
USGS	01309990	BELLMORE CREEK TRIBUTARY AT BELLMORE NY	ST	36	36	059
USGS	01310000	BELLMORE CREEK AT BELLMORE NY	ST	36	36	059
USGS	01310010	BELLMORE CREEK AT PARK AVENUE AT WANTAGH NY	ST	36	36	059
USGS	01310100	NEWBRIDGE CREEK AT MERRICK, N.Y.	ST	36	36	059
USGS	01310102	CEDAR SWAMP CREEK AT BELLMORE (CS-14)	ST	36	36	059
USGS	01310104	CEDAR SWAMP CREEK AT BELLMORE (CS-13)	ST	36	36	059
USGS	01310106	CEDAR SWAMP CREEK AT BELLMORE (CS-12)	ST	36	36	059
USGS	01310108	CEDAR SWAMP CREEK AT BELLMORE (CS-11)	ST	36	36	059
USGS	01310110	CEDAR SWAMP CREEK AT NORTH MERRICK, NY	ST	36	36	059
USGS	01310115	CEDAR SWAMP CREEK AT BELLMORE (CS-10)	ST	36	36	059
USGS	01310120	CEDAR SWAMP CREEK AT BELLMORE (CS-9)	ST	36	36	059
USGS	01310130	CEDAR SWAMP CREEK NEAR NORTH MERRICK, NY	ST	36	36	059
USGS	01310132	CEDAR SWAMP CREEK AT BELLMORE (CS-4E)	ST	36	36	059
USGS	01310140	CEDAR SWAMP CREEK AT BELLMORE (CS-1)	ST	36	36	059
USGS	01310142	CEDAR SWAMP CREEK AT BELLMORE (CS-2)	ST	36	36	059
USGS	01310144	CEDAR SWAMP CREEK AT BELLMORE (CS-3)	ST	36	36	059
USGS	01310146	CEDAR SWAMP CREEK AT BELLMORE (CS-4W)	ST	36	36	059
USGS	01310150	CEDAR SWAMP CREEK NEAR MERRICK, NY	ST	36	36	059
USGS	01310160	CEDAR SWAMP CREEK AT BELLMORE (CS-5)	ST	36	36	059
USGS	01310170	CEDAR SWAMP CREEK AT BELLMORE (CS-6)	ST	36	36	059
USGS	01310200	CEDAR SWAMP CREEK AT MERRICK, N.Y.	ST	36	36	059
USGS	01310470	EAST MEADOW BROOK NEAR UNIONDALE, NY (MD-31)	ST	36	36	059
USGS	013104703	NE CORNER OF RETENTION BASIN, EAST MEADOW BROOK HW	ST	36	36	059
USGS	013104707	RAMP AT RETENTION BASIN, EAST MEADOW BROOK HEADWAT	ST	36	36	059
USGS	01310472	EAST MEADOW BROOK AT UNIONDALE, NY (MD-30)	ST	36	36	059
USGS	013104722	BELOW CULVERT, RETENTION BASIN, EAST MEADOW BK HDW	ST	36	36	059
USGS	013104723	DAM, RETENTION BASIN, EAST MEADOW BROOK HEADWATERS	ST	36	36	059
USGS	013104725	EAST MEADOWBROOK SOUTH OF CHARLES LINDBERG BLVD	ST	36	36	059
USGS	01310473	EAST MEADOW BROOK AT UNIONDALE (MD-29)	ST	36	36	059
USGS	01310474	EAST MEADOW BROOK AT UNIONDALE (MD-28)	ST	36	36	059
USGS	01310475	EAST MEADOW BROOK AT UNIONDALE, NY	ST	36	36	059
USGS	01310476	EAST MEADOW BROOK AT UNIONDALE (MD-26)	ST	36	36	059
USGS	01310478	EAST MEADOW BROOK AT UNIONDALE (MD-25)	ST	36	36	059
USGS	01310480	EAST MEADOW BROOK AT UNIONDALE (MD-24)	ST	36	36	059
USGS	01310482	EAST MEADOW BROOK AT UNIONDALE (MD-23)	ST	36	36	059
USGS	01310484	EAST MEADOW BROOK AT UNIONDALE (MD-22)	ST	36	36	059
USGS	01310486	EAST MEADOW BROOK AT UNIONDALE (MD-21)	ST	36	36	059
USGS	01310488	EAST MEADOW BROOK AT EAST MEADOW, NY	ST	36	36	059
USGS	01310489	EAST MEADOW BROOK AT UNIONDALE (MD-19)	ST	36	36	059
USGS	013104895	EAST MEADOW BROOK AT ROOSEVELT (MD-18)	ST	36	36	059
USGS	01310490	EAST MEADOW BROOK AT ROOSEVELT (MD-17)	ST	36	36	059
USGS	013104905	EAST MEADOW BROOK AT ROOSEVELT (MD-16)	ST	36	36	059
USGS	01310491	EAST MEADOW BROOK AT ROOSEVLET (MD-14A)	ST	36	36	059
USGS	013104915	EAST MEADOW BROOK AT ROOSEVELT (MD-15)	ST	36	36	059
USGS	01310492	EAST MEADOW BROOK AT ROOSEVELT (MD-1)	ST	36	36	059
USGS	013104925	EAST MEADOW BROOK AT ROOSEVELT (MD-2)	ST	36	36	059
USGS	01310493	EAST MEADOW BROOK AT ROOSEVELT (MD-3)	ST	36	36	059
USGS	013104935	EAST MEADOW BROOK AT ROOSEVELT (MD-4)	ST	36	36	059
USGS	01310494	EAST MEADOW BROOK AT ROOSEVELT (MD-14)	ST	36	36	059
USGS	013104945	EAST MEADOW BROOK AT ROOSEVELT (MD-13)	ST	36	36	059
USGS	01310495	EAST MEADOW BROOK AT ROOSEVELT (MD-5)	ST	36	36	059
USGS	01310496	EAST MEADOW BROOK AT ROOSEVELT (MD-6)	ST	36	36	059
USGS	01310497	EAST MEADOW BROOK AT ROOSEVELT (MD-10)	ST	36	36	059
USGS	01310498	EAST MEADOW BROOK AT ROOSEVELT (MD-9)	ST	36	36	059
USGS	01310499	EAST MEADOW BROOK AT ROOSEVELT (MD-8)	ST	36	36	059
USGS	01310500	EAST MEADOW BROOK AT FREEPORT NY	ST	36	36	059
USGS	01310510	EAST BRANCH FREEPORT CREEK AT FREEPORT (MD-12)	ST	36	36	059
USGS	01310515	WEST BRANCH FREEPORT CREEK AT FREEPORT, NY (MD-11)	ST	36	36	059
USGS	01310522	MILLBURN CREEK AT ROOSEVELT (MB-12)	ST	36	36	059
USGS	01310524	MILBURN CREEK AT ROOSEVELT (MB-11)	ST	36	36	059
USGS	01310526	MILBURN CREEK TRIBUTARY AT ROOSEVELT, NY	ST	36	36	059
USGS	01310528	MILBURN CREEK TRIBUTARY AT ROOSEVELT (MB-13)	ST	36	36	059
USGS	01310530	MILBURN CREEK AT ROOSEVELT (MB-10)	ST	36	36	059
USGS	01310532	MILBURN CREEK AT ROOSEVELT (MB-9)	ST	36	36	059
USGS	01310534	MILBURN CREEK AT ROOSEVELT (MB-8)	ST	36	36	059
USGS	01310536	MILBURN CREEK AT ROOSEVELT (MB-7)	ST	36	36	059
USGS	01310540	MILBURN CREEK AT ROOSEVELT, NY	ST	36	36	059
USGS	01310542	MILBURN CREEK AT FREEPORT (MB-6)	ST	36	36	059
USGS	01310550	MILBURN CREEK AT FREEPORT (MB-5)	ST	36	36	059
USGS	01310560	MILBURN CREEK AT FREEPORT (MB-4)	ST	36	36	059
USGS	01310570	MILBURN CREEK AT FREEPORT (MB-3)	ST	36	36	059
USGS	01310580	MILBURN CREEK AT BALDWIN, NY	ST	36	36	059
USGS	01310600	MILLBURN CREEK AT BALDWIN NY	ST	36	36	059
USGS	01310660	PARSONAGE CREEK AT OCEANSIDE (PR-4)	ST	36	36	059
USGS	01310670	PARSONAGE CREEK AT OCEANSIDE (PR-3)	ST	36	36	059
USGS	01310680	PARSONAGE CREEK AT OCEANSIDE (PR-2)	ST	36	36	059
USGS	01310700	PARSONAGE CREEK AT BALDWIN, N.Y.	ST	36	36	059
USGS	01310750	NASSAU COUNTY RECHARGE BASIN 263 AT WESTBURY, NY	ST	36	36	059
USGS	01310795	SCHODACK BROOK AT LAKEVIEW (SK-4)	ST	36	36	059
USGS	01310796	SCHODACK BROOK AT LAKEVIEW (SK-3)	ST	36	36	059
USGS	01310797	SCHODACK BROOK AT LAKEVIEW (SK-2)	ST	36	36	059
USGS	01310798	SCHODACK BROOK AT LAKEVIEW (SK-1)	ST	36	36	059
USGS	01310799	SCHODACK BROOK AT LAKEVIEW (SK-5)	ST	36	36	059
USGS	01310800	SOUTH POND OUTLET AT ROCKVILLE CENTRE NY	ST	36	36	059
USGS	01310810	PINES BROOK AT WEST HEMPSTEAD (PB-1)	ST	36	36	059
USGS	01310820	PINES BROOK AT WEST HEMPSTEAD (PB-2)	ST	36	36	059
USGS	01310830	PINES BROOK AT WEST HEMPSTEAD (PB-3)	ST	36	36	059
USGS	01310840	PINES BROOK AT WEST HEMPSTEAD (PB-4)	ST	36	36	059
USGS	01310850	PINES BROOK AT WEST HEMPSTEAD (PB-5)	ST	36	36	059
USGS	01310860	PINES BROOK AT WEST HEMPSTEAD (PB-6)	ST	36	36	059
USGS	01310870	PINES BROOK AT LAKEVIEW (PB-7)	ST	36	36	059
USGS	01310880	PINES BROOK AT WEST HEMPSTEAD (PB-8)	ST	36	36	059
USGS	01310890	PINES BROOK AT MALVERNE (PB-9)	ST	36	36	059
USGS	01310900	PINESBROOK AT MALVERNE (PB-10)	ST	36	36	059
USGS	01310910	PINES BROOK AT MALVERNE (PB-11)	ST	36	36	059
USGS	01310920	PINES BROOK AT MALVERNE (PB-12)	ST	36	36	059
USGS	01311000	PINES BROOK AT MALVERNE NY	ST	36	36	059
USGS	01311030	MILL RIVER IN EAST ROCKAWAY (ML-1)	ST	36	36	059
USGS	01311040	MILL RIVER AT EAST ROCKAWAY (ML-2)	ST	36	36	059
USGS	01311050	MILL RIVER AT EAST ROCKAWAY (ML-3)	ST	36	36	059
USGS	01311060	MILL RIVER AT EAST ROCKAWAY (ML-4)	ST	36	36	059
USGS	01311070	MILL RIVER AT EAST ROCKAWAY, NY	ST	36	36	059
USGS	01311080	MILL RIVER AT EAST ROCKAWAY (ML-6)	ST	36	36	059
USGS	01311090	MILL RIVER AT EAST ROCKAWAY (ML-7)	ST	36	36	059
USGS	01311110	POWELL CREEK AT OCEANSIDE (PW-1)	ST	36	36	059
USGS	01311120	POWELL CREEK AT OCEANSIDE (PW-2)	ST	36	36	059
USGS	01311130	POWELL CREEK AT OCEANSIDE (PW-3)	ST	36	36	059
USGS	01311140	POWELL CREEK AT OCEANSIDE (PW-4)	ST	36	36	059
USGS	01311148	FOSTERS BROOK AT FRANKLIN SQUARE SITE 1	ST	36	36	059
USGS	01311150	MOTTS CREEK AT NORTH VALLEY STREAM (MT-1)	ST	36	36	059
USGS	01311151	FOSTERS BR  AT FRANKLIN SQUARE  SITE 2	ST	36	36	059
USGS	01311152	MOTTS CREEK AT NORTH VALLEY STREAM (MT-2)	ST	36	36	059
USGS	01311153	MOTTS CREEK AT NORTH VALLEY STREAM (FOSTERS BROOK)	ST	36	36	059
USGS	01311155	MOTTS CREEK AT NORTH VALLEY STREAM (MT-3)	ST	36	36	059
USGS	01311157	MOTTS CREEK AT NORTH VALLEY STREAM (MT-4)	ST	36	36	059
USGS	01311160	MOTTS CREEK AT NORTH VALLEY STREAM (MT-5)	ST	36	36	059
USGS	01311162	MOTTS CREEK AT NORTH VALLEY STREAM (MT-6)	ST	36	36	059
USGS	01311165	MOTTS CREEK AT NORTH VALLEY STREAM (MT-7)	ST	36	36	059
USGS	01311167	MOTTS CREEK AT NORTH VALLEY STREAM (MT-8)	ST	36	36	059
USGS	01311170	MOTTS CREEK AT NORTH VALLEY STREAM (MT-9)	ST	36	36	059
USGS	01311172	MOTTS CREEK AT NORTH VALLEY STREAM (MT-10)	ST	36	36	059
USGS	01311175	MOTTS CREEK AT NORTH VALLEY STREAM (MT-11)	ST	36	36	059
USGS	01311177	MOTTS CREEK AT NORTH VALLEY STREAM (MT-12)	ST	36	36	059
USGS	01311180	MOTTS CREEK AT NORTH VALLEY STREAM (MT-13)	ST	36	36	059
USGS	01311182	MOTTS CREEK AT NORTH VALLEY STREAM (MT-14)	ST	36	36	059
USGS	01311185	MOTTS CREEK AT NORTH VALLEY STREAM (MT-15)	ST	36	36	059
USGS	01311187	MOTTS CREEK AT NORTH VALLEY STREAM (MT-16)	ST	36	36	059
USGS	01311190	MOTTS CREEK AT NORTH VALLEY STREAM (MT-17)	ST	36	36	059
USGS	01311192	MOTTS CREEK AT NORTH VALLEY STREAM (MT-18)	ST	36	36	059
USGS	01311194	MOTTS CREEK AT NORTH VALLEY STREAM (MT-19)	ST	36	36	059
USGS	01311200	MOTTS CREEK AT VALLEY STREAM, N.Y.	ST	36	36	059
USGS	01311210	MOTTS CREEK AT NORTH VALLEY STREAM (MT-21)	ST	36	36	059
USGS	01311230	VALLEY STREAM AT FRANKLIN SQUARE (VS-1)	ST	36	36	059
USGS	01311240	VALLEY STREAM AT FRANKLIN SQUARE (VS-2)	ST	36	36	059
USGS	01311260	VALLEY STREAM AT NORTH VALLEY STREAM (VS-3)	ST	36	36	059
USGS	01311280	VALLEY STREAM AT NORTH VALLEY STREAM (VS-4)	ST	36	36	059
USGS	01311300	VALLEY STREAM AT NORTH VALLEY STREAM (VS-5)	ST	36	36	059
USGS	01311320	VALLEY STREAM AT NORTH VALLEY STREAM (VS-6)	ST	36	36	059
USGS	01311340	VALLEY STREAM AT NORTH VALLEY STREAM (VS-7)	ST	36	36	059
USGS	01311360	VALLEY STREAM AT NORTH VALLEY STREAM (VS-8)	ST	36	36	059
USGS	01311380	VALLEY STREAM AT NORTH VALLEY STREAM (VS-9E)	ST	36	36	059
USGS	01311400	VALLEY STREAM AT NORTH VALLEY STREAM (VS-9D)	ST	36	36	059
